"id_org";"nazwa";"rok_zalozenia";"miejscowosc";"id_kraju";"id_rodzaju";"id_statusu";"www";"email"
1800;"Polskie Narodowe Centrum Orzeł Biały w Bijsku";1994;"Bijsk";77;4;1;;"bijsk-polonia@wp.pl"
1801;"Polskie Narodowo - Kulturalne Stowarzyszenie Polonia Minusińska";1999;"Minusińsk";77;1;1;;"betherliz@yandex,ru"
1802;"Polskie Regionalne Towarzystwo Kulturalne Apolonia w Kemerowie";2013;"Kemerowo";77;1;1;"www.polonia42.ru";
1803;"Polskie Stowarzyszenie Kulturalne Gmina we Władywostoku";1993;"Władywostok";77;1;2;;
1804;"Polskie Towarzystwo Historyczne w Sankt Petersburgu";1886;"Sankt Petersburg";77;1;2;;
1805;"Regionalna Obwodowa Organizacja Republiki Kabardo-Bałkarskiej - Polskie Kulturalno-Narodowe Centrum Przyjaźń";2007;"Nalczyk";77;4;1;"www.polonia-nalchik.ucoz.ru";"gorec-vit@list.ru"
1806;"Regionalna Społeczna Organizacja - Narodowo - Kulturalna Autonomia Polaków Karelii Polonia Karelska";2009;"Pietrozawodsk";77;1;1;"http://avt-polakov.3dn.ru/";"kopeckanat@mail.ru"
1807;"Regionalna Społeczna Organizacja Obwodu Stawropolskiego Zjednoczone Polskie Serca";2005;"Żeleznowodsk";77;1;1;"www.polskie-serca.ucoz.ru";"polskieserca@rambler.ru"
1808;"Rostowska Regionalna Organizacja Społeczna Centrum Języka Polskiego i Kultury";2012;"Rostów n/Donem";77;1;1;"www.polskadon.ru";"polskadon@mail.ru"
1809;"Saratowska Regionalna Organizacja Społeczna Narodowo-Kulturalne Centrum Polonia";1992;"Saratow";77;1;1;"www.poloniasaratow.ucoz.ru";"polski-dom@narod.ru"
1810;"Siostry Dominikanki Misjonarki Jezusa i Maryi (Dominikanki Misjonarki) w Rosji";2004;"Orzeł";77;3;1;"www.dominikanki-misjonarki.org";"dar.orel@mail.ru"
1811;"Smoleńska Organizacja Szkoła Polska";2005;"Smoleńsk";77;1;1;;
1812;"Smoleńska Społeczna Regionalna Organizacja Dom Polski w Smoleńsku";1992;"Smoleńsk";77;1;1;;
1813;"Sobotnia Szkoła Narodowościowo-Kulturalnej Autonomii Polaków w Kaliningradzie Polonia";1995;"Kaliningrad";77;4;1;"www.polonia39.ucoz.ru";
1814;"Sobotnio-Niedzielna Szkoła Języka i Kultury Polskiej w Ułan Ude";1994;"Ułan-Ude";77;4;1;;
1815;"Stowarzyszenie Dom Polski im. Fryderyka Chopina  w Czerniachowsku";2000;"Czerniachowsk";77;1;1;"www.baltpolonia.narod.ru";
1816;"Stowarzyszenie Inicjatyw Polonijnych miasta Kaliningrad";2011;"Kaliningrad";77;1;1;"www.polonia-org.narod.ru";"natlar@wp.pl"
1817;"Stowarzyszenie Kulturalne Dom Polski w Moskwie";1989;"Moskwa";77;1;1;"www.poloniarosji.ru";"konpolros@mail.ru"
1818;"Stowarzyszenie Kulturalne Polonia Donu";1992;"Rostów n/Donem";77;1;1;"www.polonia-don.ucoz.ru";"poloniadon@mail.ru"
1819;"Stowarzyszenie Kulturalno - Oświatowe Polonia im. A Mickiewicza w Sankt Petersburgu";1988;"Sankt Petersburg";77;1;1;;"polonia@polonia.sp.ru"
1820;"Stowarzyszenie Kulturalno - Oświatowe Polonia w Wielkim Nowogrodzie";2010;"Nowogród Wielki";77;1;1;"http://polonia.imega.ru/";"allasaczewa@rambler.ru"
1821;"Stowarzyszenie Kulturalno - Oświatowe Polonia w Wołogdzie";2010;"Wołogda";77;1;1;;"tsykaliuk.anatolii@mail.ru"
1822;"Stowarzyszenie Polskiej Kultury Nadzieja w Ułan-Ude";1993;"Ułan-Ude";77;1;1;"www.spknadzieja.narod.ru";"spknadzieja@yahoo.com"
1823;"Szensztacki Instytut Sióstr Maryi w Rosji";1991;"Sankt Petersburg";77;3;1;"www.siostry.szensztat.pl";
1824;"Szkolny Punkt Konsultacyjny przy Ambasadzie RP w Moskwie";1968;"Moskwa";77;4;1;"http://moskwa.orpeg.pl/";"sekretariatspwm@wp.pl"
1825;"Szkoła Jezyka i Kultury Polskiej w Minusińsku";1999;"Minusińsk";77;4;1;;
1826;"Szkoła Języka i Kultury Polskiej w Kaliningradzie";2000;"Kaliningrad";77;4;1;;
1827;"Szkoła języka polskiego przy Polskim Stowarzyszeniu Kulturalnym Solaris w Czelabińsku";2009;"Czelabińsk";77;4;1;"www.solaris74.ru";
1828;"Szkoła Nr 16 z nauczaniem j. polskiego w Tomsku";1995;"Tomsk";77;4;1;;
1829;"Szkoła nr 216 z poszerzonym programem nauczania języka polskiego w Sankt Petersburgu";1948;"Sankt Petersburg";77;4;1;"www.216spb.edusite.ru";
1830;"Szkoła Polska przy Regionalnej Społecznej Organizacji obwodu Stawropolskiego Zjednoczone Polskie Serca w Piatigorsku";2005;"Piatigorsk";77;4;1;"www.polskie-serca.ucoz.ru";
1831;"Szkoła sobotnio-niedzielna przy PAK Ogniwo w Irkucku";1992;"Irkuck";77;4;1;"www.ogniwoirk.ru";
1832;"Szkółka języka polskiego przy ANO Dom Polski na Kamczatce";2006;"Pietropawłowsk Kamczacki";77;4;1;;
1833;"Szkółka Polonijna w Archangielsku";2009;"Archangielsk";77;4;2;;
1834;"Teatr polonijny Kolorowe Jarmarki";2007;"Irkuck";77;5;2;;
1835;"Tomska Regionalna Organizacja Społeczna Centrum Kultury Polskiej Dom Polski w Tomsku";1990;"Tomsk";77;1;1;"www.dom-polski.tpu.ru";"mnb@mail2000.ru"
1836;"Towarzystwo Boskiego Zbawiciela (Salwatorianie) w Rosji";2010;"Nesterow";77;3;1;"www.misje.sds.pl";
1837;"Towarzysztwo Miłośników Literatury i Kultury Polskiej w Uszakowie";2001;"Uszakowo";77;1;3;;
1838;"Wspólnota Kultury Polskiej im. Jana Kochanowskiego w Oziersku (Dom Polski w Oziersku)";1996;"Oziersk";77;1;1;;"polonia_polska@mail.ru"
1839;"Wspólnota Polaków im. Adama Mickiewicza w Czerniachowsku";2000;"Czerniachowsk";77;1;1;;
1840;"Zabajkalskie Centrum Kultury Polskiej Polonia";2001;"Czyta";77;4;2;;"konstantinov@zgpumail.chita.ru"
1841;"Zagraniczny Ośrodek Polskiej Organizacji Turystycznej w Rosji";2003;"Moskwa";77;4;1;"www.pot.gov.pl/o-polskiej-organizacji-turystycznej/i/struktura-organizacyjna/osrodki-zagraniczne-pot";
1842;"Zespół folklorystyczny Gaik";1990;"Sankt Petersburg";77;1;1;;
1843;"Zespół Pieśni i Tańca Syberyjski Krakowiak w Abakanie";1997;"Abakan";77;1;1;;
1844;"Zgromadzenie Misjonarzy Synów Niepokalanego Serca bł. Maryi Dziewicy (Klaretyni) w Rosji";1993;"Aczyńsk";77;3;1;"www.aczynsk.prv.pl";
1845;"Zgromadzenie Najświętszego Odkupiciela (Redemptoryści) w Rosji";1993;"Orenburg";77;3;1;;
1846;"Zgromadzenie Sióstr Albertynek Posługujących Ubogim w Rosji";2001;"Usole Syberyjskie";77;3;1;"www.albertynki.pl/domy.php";
1847;"Zgromadzenie Sióstr św. Dominika (Dominikanki) w Rosji";2000;"Ułan-Ude";77;3;1;"www.dominikanki.pl/klasztory";
1848;"Zgromadzenie Sióstr św. Feliksa z Kantalicjo Trzeciego Zakonu Regularnego św. Franciszka Serafickiego (Felicjanki) w Rosji";2005;"Niżnyj Nowogrod";77;3;1;"www.felicjanki.waw.pl/dzialalnosc/poza-granicami/20-dzialalnosc/poza-granicami-polski";
1849;"Związek Polaków na Kaukaskich Wodach Mineralnych";1992;"Piatigorsk";77;1;1;"www.polonia-kmw.ucoz.ru";"poloniakmw@rambler.ru"
1850;"Mały Polonus";2005;"Suczawa";78;7;1;"www.dompolski.ro";
1851;"Polonus";1991;"Suczawa";78;7;1;"www.dompolski.ro";"redactia_polonus@yahoo.com"
1852;"Kościół Wniebowzięcia Najświętszej Maryi Panny w Kaczyce";1904;"Kaczyka";78;3;1;"http://www.sanctuarcacica.ro/";
1853;"Stowarzyszenie Polaków w Kaczyce";1990;"Kaczyka";78;1;1;"https://sites.google.com/site/poloniawrumunii/home";"polonia.kaczyka@gmail.com"
1854;"Związek Polaków w Rumunii Dom Polski";1947;"Suczawa";78;1;1;"www.dompolski.ro";
1855;"Stowarzyszenie Apostolstwa Katolickiego (Pallotyni) w Rwandzie";1973;"Kigali";79;3;1;"www.sekretariat-misyjny.pl";
1856;"Zgromadzenie Sióstr Franciszkanek Służebnic Krzyża w Rwandzie";2006;"Kibeho";79;3;1;"http://www.triuno.pl/afryka-rwanda.html";"fsc.kibeho@gmail.com"
1857;"Zgromadzenie Sióstr od Aniołów w Rwandzie";1991;"Nyakinama";79;3;1;"www.misje.siostryodaniolow.pl";
1858;"Bałkańska Mozaika";2008;"Belgrad";80;7;1;;
1859;"Słowo YU Polonii Biuletyn";1999;"Belgrad";80;7;1;"www.polonia-serbia.org";
1860;"Centrum Edukacyjno - Kulturalno - Oświatowe Centrum Poloniusz - Pegaz";2000;"Belgrad";80;4;2;;
1861;"Klub Stypendystów Fundacji Semper Polonia w Belgradzie";2009;"Belgrad";80;1;1;"www.klub.balkany.eu";"cpp.wiola@gmail.com"
1862;"Międzynarodowa Asocjacja Polskich Kobiet Polka International Oddział w Belgradzie";2002;"Belgrad";80;1;3;;
1863;"Ośrodek Wspierania Przedsiębiorczości przy Centrum Poloniusz - Pegaz w Belgradzie";2009;"Belgrad";80;4;2;"www.owp.balkany.eu";
1864;"Stowarzyszenie Przyjaźni Polsko-Serbskiej YU Polonia w Belgradzie";1989;"Belgrad";80;1;1;"www.polonia-serbia.org";"msrdic@yahoo.pl"
1865;"Szkoła Polonijna w Belgradzie";1989;"Belgrad";80;4;1;"www.poloniusz.org";"centrum@poloniusz.org"
1866;"Towarzystwo Wisła w Ostojićevie";2008;"Ostojićevo";80;1;1;;
1867;"Monitor Polonijny";1996;"Bratysława";81;7;1;;"monitorp@orangemail.sk"
1868;"Forum Polsko-Słowackie - magazyn internetowy";2007;"Bratysława";81;7;1;"www.slovakforum.eu";"joanna.mat@wp.pl"
1869;"Klasztor św. Franciszka z Asyżu w Brehovie";1999;"Brehov";81;3;1;"www.brehov.minoriti.sk";"brehov@minoriti.sk"
1870;"Klasztor św. Michała w Bratysławie";1996;"Bratysława";81;3;1;"http://www.svmichal.sk";"bratislava@minoriti.sk"
1871;"Klub Polski - Stowarzyszenie Polaków i ich Przyjaciół na Słowacji";1994;"Bratysława";81;1;1;"http://www.polonia.sk";"tomasz.bienkiewicz@gmail.com"
1872;"Stowarzyszenie Apostolstwa Katolickiego (Pallotyni) na Słowacji";1993;"Smiżany";81;3;1;"www.sekretariat-misyjny.pl";
1873;"Zakon Braci Mniejszych Konwentualnych (Franciszkanie Konwentualni) na Słowacji";2003;"Bratysława";81;3;1;"www.minoriti.sk";"sekretariat@minoriti-ba.sk"
1874;"Zgromadzenie Księży Najświętszego Serca Jezusowego (Sercanie) na Słowacji";1996;"Turčianskie Teplice";81;3;1;"www.misje.scj.pl";
1875;"Towarzystwo Przyjaźni Słoweńsko-Polskiej w Ljubljanie";1996;"Ljubljana";82;1;1;;"janusz.klim@t-2.net"
1876;"Am-Pol Eagle Newspaper";1960;"Cheektowaga";83;7;1;"www.ampoleagle.com/index1.htm";"ampoleagle@compuserve.com"
1877;"AzPolonia Polonijny portal w Arizonie";2000;"Phoenix";83;7;1;"www.azpolonia.com";"info@azpolonia.com"
1878;"Biały Orzeł";2003;"Boston";83;7;1;"www.whiteeaglenews.com";"info@whiteeaglenews.com"
1879;"Dar Serca – Fundacja pomagająca chorym dzieciom z Polski";1993;"Chicago";83;1;1;"www.darserca.org";"info@darserca.org"
1880;"Dziennik Polski";1904;"Detroit";83;7;2;;
1881;"Echo Florydy Pismo Polaków na Florydzie";2003;"Tarpon Springs";83;7;3;;
1882;"Głos Nauczyciela";1986;"Chicago";83;7;1;"www.komisjaoswiatowausa.org";"glosnauczyciela@gmail.com"
1883;"Głos Polek";1910;"Chicago";83;7;1;;
1884;"Gwiazda Polarna";1908;"Stevens Point";83;7;1;"www.gwiazda-polarna.com";"pointpub@sbcglobal.net"
1885;"Kombatant w Ameryce";1955;"New York";83;7;3;;"Jozef-Pilsudski@msn.com"
1886;"Krakowiak Polish Dancers of Boston";1937;"Boston";83;1;1;"www.krakowiak.org";"contact@krakowiak.org"
1887;"Kurier Plus Magazyn";1987;"New York";83;7;1;"www.kurierplus.com";"kurier@kurierplus.com"
1888;"Monitor Polski Tygodnik Informacyjno - Ogłoszeniowy";1993;"Chicago";83;7;1;"www.infolinia.com";"monitor@infolinia.com"
1889;"Morze";1940;"Chicago";83;7;2;;
1890;"Nasza Floryda Portal internetowy";2004;"Fort Lauderdale";83;7;1;"www.naszafloryda.com";"info@NaszaFloryda.com"
1891;"NewYorkPolonia Portal polonijny w Nowym Jorku";2010;"New York";83;7;1;"www.newyorkpolonia.com";"info@newyorkpolonia.com"
1892;"Nowy Dziennik (Polish Daily News)";1971;"Garfield";83;7;1;"www.dziennik.com";"listy@dziennik.com"
1893;"Panorama";1978;"Chicago";83;7;2;;
1894;"Pol Boston";2004;"Boston";83;7;1;"www.polboston.com";"info@polboston.com"
1895;"Polish American Studies";1942;"Chicago";83;7;1;"www.polishamericanstudies.org";"anna.k@polishamericanstudies.org"
1896;"Polish American World";1959;"New York";83;7;2;;
1897;"Polish Club Online";1998;"San Francisco";83;7;1;"www.polishclub.org";
1898;"Polish Times - Czas Polski";2007;"Sterling Heights";83;7;1;"www.mypolishtimes.com";"polishtimes@comcast.net"
1899;"Polonia Kalifornijska";1994;"San Diego";83;7;3;;"PoloniaCA@aol.com"
1900;"Polonia SF – Płn. Kalifornijski Kalendarz Imprez Polonijnych Informacje Internetowe";2003;"San Francisco";83;7;1;"www.poloniasf.org";"poloniasfo@yahoo.com"
1901;"Polonia Magazyn";2002;"Chicago";83;7;1;"www.magazynpolonia.com";"redakcja@magazynpolonia.com"
1902;"Polonia.net Serwis internetowy";1997;"New York";83;7;1;"www.polonia.net";
1903;"PolskiInternet.com";1998;"Chicago";83;7;1;"www.polskiinternet.com";"info@polskiinternt.com"
1904;"Profile";2004;"Rochester Hills";83;7;1;"www.pismoprofile.com";"redakcja@pismoprofile.com"
1905;"Rola Boża / God's Field";1923;"Scranton";83;7;1;"www.pncc.org";"godsfield@pncc.org"
1906;"Sokół Polski";1896;"Pittsburg";83;7;1;"http://polishfalcons.org/sokol_polski";"ccaughey@polishfalcons.org"
1907;"Straż / The Guard";1897;"Scranton";83;7;1;"www.strazprinters.com";
1908;"Sukces Polski Poradnik";1989;"Douglastown";83;7;1;"www.poradniksukces.com";"poczta@poradniksukces.com"
1909;"Super Express USA";1996;"New York";83;7;1;"http://usa.se.pl/";"redakcja@seusa.info"
1910;"Tatrzański Orzeł / The Tatra Eagle";1947;"Hasbrouck Heights";83;7;1;;"jkedron@gmail.com"
1911;"The Polish Review";1956;"New York";83;7;1;"www.thepolishreview.org";"pease@uwm.edu"
1912;"The Post Eagle";1964;"Clifton";83;7;1;"www.posteaglenewspaper.com";"posteagle@aol.com"
1913;"The Summit Times";1993;"Berkeley";83;7;3;"http://users.rcn.com/salski/";"Salski@rcn.com"
1914;"Tygodnik Nowojorski";1998;"New York";83;7;3;"www.tygodnikny.com";
1915;"Tygodnik Polski – The Polish Weekly";1904;"Rochester Hills";83;7;1;"www.polishweekly.com";"polishweekly@comcast.net"
1916;"Zgoda";1881;"Chicago";83;7;1;"www.pna-znp.org/zgoda-magazine.html";"zgoda@pna-znp.org"
1917;"Znicz Wiadomości Harcerskie";1985;"Bethlehem";83;7;2;"http://www.languagebridges.com/znicz.pdf";
1918;"Życie Kolorado The Polish Newspaper in Colorado";2009;"Englewood";83;7;1;"www.zycie-kolorado.com";"info@zycie-kolorado.com"
1919;"Express Magazyn Polski w Ameryce";2003;"Chicago";83;7;1;"www.polishmagazine-express.com";"info@polishmagazine-express.co"
1920;"Polish-American Academic Quarterly";1993;"Chicago";83;7;1;;
1921;"Polish-American Journal";1911;"New York";83;7;1;"www.polamjournal.com";"info@polamjournal.com"
1922;"Polish-American News";2006;"Philadelphia";83;7;1;"http://polishamericancenter.org/PANews/";"Editor@PolishAmericanNews.com"
1923;"Polonia Today";1911;"Chicago";83;7;2;"www.poloniatoday.com";
1924;"The Post Eagle";1963;"Clifton";83;7;1;"www.posteaglenewspaper.com";"posteagle@aol.com"
1925;"Weteran Biuletyn Informacyjny Stowarzyszenia Weteranów Armii Polskiej w Ameryce";1921;"New York";83;7;1;"www.pava-swap.org/weteran.htm";"info@pava-swap.org"
1926;"Akademia Języka Polskiego ABC (Polska Szkola Sobotnia) w Shelton";2012;"Shelton";83;4;1;"www.akademiaabc.com";"akademiajezykapolskiego@yahoo.com"
1927;"Akademia Języka Polskiego i Kultury dla Polonii im. św. Piotra Damiana w Bartlett";2012;"Bartlett";83;4;1;"www.akademiajezykapolskiego.org";"akademiajezykapolskiego@gmail.com"
1928;"Akademia Języka Polskiego im. Wandy Rutkiewicz w Mount Prospect";2011;"Mount Prospect";83;4;1;"www.rutkiewicz.org";"biuro@rutkiewicz.org"
1929;"Akademia Języka Polskiego w Manchester";2010;"Manchester";83;4;1;"www.polishlanguageacademy.com";"tuszyma@aol.com"
1930;"American Polish Aeroclub Chicago";1991;"Chicago";83;1;3;;"admin@aeroclubchicago.com"
1931;"Amerykańska Fundacja Chopinowska w Miami";1977;"Miami";83;1;1;"www.chopin.org";"info@chopin.org"
1932;"Amerykańska Rada Kultury Polskiej (ACPC)";1948;"Chicago";83;2;1;"www.polishcultureacpc.org";"aldutka@comcast.net"
1933;"Amerykański Instytut Kultury Polskiej (AIPC) w Pinellas Park";1982;"Pinellas Park";83;4;1;"www.spiffs.org/AmericanInstituteofPolishCulture.html";"info@aipc.us"
1934;"Amerykański Instytut Kultury Polskiej w Miami";1972;"Miami";83;4;1;"www.ampolinstitute.org";"info@ampolinstitute.org"
1935;"Amerykańsko-Polskie Stowarzyszenie i Centrum Kulturalne w Troy";1985;"Troy";83;1;1;"www.americanpolishcenter.com";"management@americanpolishcenter.com"
1936;"Archiwum i Biblioteka Diecezji Centralnej Polskiego Narodowego Kościoła Katolickiego";1990;"Scranton";83;5;1;;
1937;"Austin Polish Society";2005;"Austin";83;1;1;"www.austinpolishsociety.org";"info@austinpolishsociety.org"
1938;"Autoklub Polski w Ameryce";1992;"Chicago";83;1;1;"www.autoklubpolskichicago.org";"autoklubpolski@gmail.com"
1939;"Biblioteka im. Alfreda Jurzykowskiego Polskiego Instytutu Naukowego w Ameryce (The Alfred Jurzykowski Memorial Library)";1960;"New York";83;5;1;"www.piasa.org/library.html";"piasany@verizon.net"
1940;"Biblioteka im. Józefa i Katarzyny Marjanczyk (Biblioteka Marjanczyków) w Clark";1973;"Clark";83;5;1;"www.marjanczyk-library.org";
1941;"Biblioteka Polska w Waszyngtonie";1991;"Washington";83;5;1;"www.polishlibrary.org";"mailbox@polishlibrary.org"
1942;"Biblioteka przy Muzeum Polskim w Ameryce";1915;"Chicago";83;5;1;"www.polishmuseumofamerica.org";
1943;"Biblioteka przy Polskim Centrum im. Jana Pawła II w Clearwater";1995;"Clearwater";83;5;1;"www.polishcenterfl.org";
1944;"Business Center Club – Loża Chicagowska";1991;"Chicago";83;1;1;"www.bcc.org.pl/Business-Centre-Club-Chicago.4216.0.html";"wz@golddrop.com.pl"
1945;"Central European Business Association";1995;"New York";83;1;1;"www.centraleurope.org";"ceba@centraleurope.org"
1946;"Centrala Polskich Szkół Dokształcających w Ameryce";1925;"New York";83;4;1;"www.centralapolskichszkol.org";"centrala@centralapolskichszkol.org"
1947;"Centrala Radia Maryja w Chicago";1997;"Chicago";83;7;1;"www.radiomaryjachicago.org";"admin@radiomaryjachicago.org"
1948;"Centrum Kultury Polskiej I Muzeum Polskie w Filadelfii";1908;"Philadelphia";83;5;1;"www.polishamericancenter.org";"mail@polishamericancenter.org"
1949;"Centrum Polonijne im. Jana Pawła II w Yorba Linda";1983;"Yorba Linda";83;4;1;"www.polishcenter.org";"polishcenter@sbcglobal.net"
1950;"Centrum Polskie w Wisconsin";2000;"Franklin";83;4;1;"www.polishcenterofwisconsin.org";"info@polishfest.org"
1951;"Centrum Polsko-Słowiańskie Brooklyn";1972;"New York";83;1;1;"www.polishslavicenter.org";"pscadmin@polishslaviccenter.com"
1952;"Chicago Society of the Polish National Aliance";1912;"Chicago";83;1;1;"www.chicagosocietypna.org";"president@chicagosocietypna.org"
1953;"Chopin Society of Houston";1999;"Houston";83;1;1;"www.chopinsocietyofhouston.org";"annagolka@comcast.net"
1954;"Chorągiew Harcerek w Stanach Zjednoczonych";1952;"Chicago";83;1;1;"www.czuwaj.org";"webszefowa@czuwaj.org"
1955;"Chór Angelus";1998;"New York";83;1;1;;
1956;"Chór Pieśni Polskiej Vivat Musica";2004;"Seattle";83;1;1;"www.vivatmusica.org";"basianiesulowski@yahoo.com"
1957;"Cmentarz Polonii w Doylestown (Our Lady of Czestochowa Cemetery )";1964;"Doylestown";83;5;1;;
1958;"Cmentarz św. Wojciecha (Saint Adalbert Catholic Cemetery) w Niles";1872;"Chicago";83;5;1;"www.catholiccemeterieschicago.org/polish/";
1959;"Council of Educators in Polonia";1930;"Park Ridge";83;4;1;"www.thecep.com";
1960;"Diecezjalny Ośrodek Duszpasterski Polonii w diecezji Oakland (Martinez - Union City)";1986;"Union City";83;3;1;"www.polishpastoralcenter.org";"contact@polishpastoralcenter.org"
1961;"Dom Harcerski im. hm. Jerzego Bazylewskiego w Chicago";1992;"Chicago";83;4;1;"www.zhpchicago.com/dom.htm";
1962;"Dom Polski – Polish Club w San Francisco";1926;"San Francisco";83;4;1;"www.polishclubsf.org";"admin@polishclubsf.org"
1963;"Dom Polskiej Społeczności w Syracuse";1919;"Syracuse";83;4;1;"www.syracusepolishhome.com";"syracusepolishhome@yahoo.com"
1964;"Domowe Przedszkole Dobrego Pasterza w Lombard";2006;"Lombard";83;4;1;"www.mchr.us/placowki/lombard-il/przedszkole-w-lombard/";"us.misjonarki@yahoo.com"
1965;"FC Gwardia PLNY";2009;"New York";83;1;1;"www.fcplny.com";"FCPLNY@FCPLNY.COM"
1966;"Federacja Polonijnych Organizacji Medycznych na Obczyźnie";1994;"Chicago";83;2;1;"www.polonia.org/federacja.htm";"rudnicki@gmail.com"
1967;"Friends of Polish Art w Detroit";1937;"Royal Oak";83;1;1;"www.friendsofpolishart.org";"info@friendsofpolishart.org"
1968;"Fundacja Strong Family - Silna Rodzina";2012;"Chicago";83;1;1;;
1969;"Fundacja Alfreda Jurzykowskiego";1960;"New York";83;1;3;;
1970;"Fundacja Armii Krajowej w Stanach Zjednoczonych";1984;"Western Springs";83;1;1;;
1971;"Fundacja Charytatywna Kongresu Polonii Amerykańskiej (PACCF)";1971;"Chicago";83;1;1;"www.paccf.org";"paccf@paccf.org"
1972;"Fundacja Dobra Polska Szkola";2010;"New York";83;1;1;"www.dpsfoundation.com";"and_cie@yahoo.com"
1973;"Fundacja Domu Polskiego (The Polish Home Foundation) w Seattle";2002;"Seattle";83;1;1;"www.polishhomefoundation.org";"president@polishhomeFoundation.org"
1974;"Fundacja Friends of Saint John Paul II Be Not Afraid";2013;"Linden";83;1;1;"www.johnpaul2usa.org";"info@johnpaul2usa.org"
1975;"Fundacja im. Jerzego Łojka";1990;"New York";83;1;3;;
1976;"Fundacja Kopernikowska w Chicago";1971;"Chicago";83;1;1;"http://copernicuscenter.org";"office@copernicuscenter.org"
1977;"Fundacja Kościuszkowska - Oddział w Filadelfii";1994;"Philadelphia";83;1;1;"www.thekf.org";"yolantaroman@gmail.com"
1978;"Fundacja Kościuszkowska w Nowym Jorku";1925;"New York";83;1;1;"www.thekf.org";"jsm@thekf.org"
1979;"Fundacja Kresy-Syberia Oddział w Stanach Zjednoczonych";2008;"Cleveland";83;1;1;"www.kresy-siberia.org";
1980;"Fundacja Kultury Polskiej (PCF) w Bostonie";1998;"Boston";83;1;1;"www.pcf-boston.org";"andrzejpronczuk@aol.com"
1981;"Fundacja Michała Grele w Lemont";2006;"Lemont";83;1;1;;
1982;"Fundacja Nowodworski (Nowodworski Foundation Charity for Cultural and Educational Exchange)";1999;"Purdys";83;1;1;"www.sitenf.org";
1983;"Fundacja Polonia For Kids";2012;"Lawrence Township";83;1;1;"http://poloniaforkids.org";"polonia4kids@gmail.com"
1984;"Galeria Sztuki im. Waltera Skulskiego w Clark";1984;"Clark";83;5;1;"www.polishculturalfoundation.org";"aknowak@verizon.net"
1985;"Grand Entertainment";2004;"New York";83;6;1;"www.grandentertainment.us";"info@grandentertainment.us"
1986;"Inicjatywa Polonijna w Chicago (Polish Initiative of Chicago – PIC)";2007;"Chicago";83;1;1;"www.polishinitiative.org";"info@inicjatywapolonijna.org"
1987;"Instytut Dziedzictwa Polskiego w Chicago";2004;"Chicago";83;4;1;"www.phi966.org";"polishinstitute@yahoo.com"
1988;"Instytut Józefa Piłsudskiego w Ameryce";1943;"New York";83;5;1;"www.pilsudski.org";"info@pilsudski.org"
1989;"Instytut Piast (National Institute For Polish And Polish American Affairs)";2002;"Hamtramck";83;4;1;"www.piastinstitute.org";"info@piastinstitute.org"
1990;"Joseph Conrad Yacht Club (JCYC)";1969;"Chicago";83;1;1;"www.jcycchicago.com";"jcyclub@gmail.com"
1991;"Joseph’s Dance Studio";1992;"Wallington";83;4;1;"www.josephsdancestudio.com";"jdsnynj@optonline.net"
1992;"Katedra Polskiego Narodowego Kościoła Katolickiego św. Stanisława Biskupa i Męczennika w Scranton";1904;"Scranton";83;3;1;"http://saintstanislauspncc.org/";"Events@SaintStanislausPNCC.org"
1993;"Katolickie Przedszkole Dobrego Pasterza w Bloomingdale";2013;"Bloomingdale";83;4;1;"www.mchr.us/placowki/lombard-il/przedszkole-w-lombard/";"us.misjonarki@yahoo.com"
1994;"Klasztor Miłosierdzia Bożego (Towarzystwo Boskiego Zbawiciela - Salwatorianie) w Veronie";1964;"Verona";83;3;1;"www.veronasds.com";"veronasds@gmail.com"
1995;"Klub 3RunPl w Nowym Jorku";2014;"New York";83;1;1;;"trirunpl@gmail.com"
1996;"Klub Amerykańsko-Polski (American-Polish Club) w Lake Worth";1956;"Lake Worth";83;4;1;"www.americanpolishclub.com";"info@americanpolishclub.com"
1997;"Klub Gazety Polskiej - Filadelfia";2013;"Philadelphia";83;1;1;;"klubgpphila@yahoo.com"
1998;"Klub Kultury im. Heleny Modrzejewskiej w Los Angeles";1971;"Los Angeles";83;1;1;"www.modjeska.org";"prezes@modjeska.org"
1999;"Klub Motocyklowy Sokół Riders w Chicago";1997;"Chicago";83;1;1;"www.sokolriders.com";"sokolriders@gmail.com"
2000;"Klub Polski im. Jana Pawła II w Streamwood";2005;"Streamwood";83;4;1;;
2001;"Klub Polski w Hunter College";1943;"New York";83;1;1;;"KaroPL@aol.com"
2002;"Klub Polskiej Książki w Seattle";2003;"Seattle";83;1;1;"www.polishbookclub.org";"hannaggil@gmail.com"
2003;"Klub Przyjaciół Ełku w Chicago";2003;"Chicago";83;1;1;;
2004;"Klub Przyjaciół Ziemi Ropczyckiej w Chicago";1995;"Chicago";83;1;1;;"jankopec60707@gmail.com"
2005;"Klub Przyjaciół Ziemi Sądeckiej w Detroit";2005;"Detroit";83;1;1;;
2006;"Klub Ratowników i Sympatyków TOPR w Chicago";1981;"Chicago";83;1;2;;"jacekklops@o2.pl"
2007;"Klub Sportowy Vistula Garfield";1952;"Garfield";83;1;1;"www.scvistula.us";"scvistula@msn.com"
2008;"Klub Wielkopolan w Northbrook";1993;"Northbrook";83;1;1;;
2009;"Klub Ziemi Bydgoskiej i Kujaw w Chicago";1993;"Chicago";83;1;1;;
